wavelength,0,1,2,3,4,5,6,7,8,9,10
581.754,171,147,142,107,80,60,44,28,17,15,11
582.227,171,147,139,105,83,62,50,29,20,16,11
582.7,167,139,140,106,85,54,46,33,17,16,9
583.173,161,134,135,100,76,54,42,27,23,12,6
583.646,159,136,131,103,79,53,40,24,22,14,9
584.119,156,129,130,100,76,56,37,25,15,12,8
584.592,155,132,124,99,73,57,43,28,16,14,10
585.065,154,130,124,96,74,58,39,30,22,17,13
585.538,152,126,126,92,71,56,42,25,19,13,10
586.012,151,126,126,97,71,56,40,27,21,16,11
586.485,143,117,113,84,61,48,37,21,11,8,3
586.958,143,117,114,87,72,47,37,25,17,10,6
587.432,142,119,116,89,69,50,36,23,13,8,10
587.905,145,119,116,87,69,49,37,26,19,15,10
588.378,136,117,112,86,67,52,32,24,15,16,7
588.852,136,114,109,86,66,49,34,27,12,12,6
589.325,136,116,110,90,68,48,36,25,18,15,11
589.799,132,115,111,83,66,51,30,25,20,9,7
590.273,133,110,109,86,63,48,35,21,15,12,9
590.746,131,108,104,81,58,41,26,21,14,12,5
591.22,125,106,102,82,58,47,31,22,12,12,7
591.694,124,103,103,80,63,44,32,22,16,12,9
592.167,122,105,99,77,58,44,30,22,13,11,8
592.641,124,102,97,76,61,40,31,18,18,10,8
593.115,119,105,104,78,60,44,34,22,14,10,9
593.589,122,100,99,76,54,40,29,18,14,5,8
594.063,123,100,96,73,57,39,26,19,13,11,7
594.537,119,97,97,75,57,41,32,19,16,12,6
595.011,117,104,99,74,59,40,32,19,17,13,8
595.485,120,102,97,78,55,41,32,22,13,11,5
595.959,120,98,97,72,61,40,33,21,14,11,10
596.433,118,95,89,71,59,42,25,20,11,5,1
596.907,113,90,92,72,55,42,27,20,13,11,0
597.381,108,93,93,69,51,35,31,18,13,9,5
597.855,115,98,92,70,55,38,33,24,17,10,8
598.329,114,90,90,67,50,38,28,17,10,10,8
598.804,112,94,90,74,60,41,29,22,12,9,9
599.278,109,88,86,66,52,39,25,15,13,12,4
599.752,111,87,90,69,53,40,26,17,12,11,5
600.227,104,92,85,65,51,36,32,19,13,14,7
600.701,102,86,80,62,46,34,25,17,11,6,4
601.176,105,88,80,66,50,35,26,15,12,9,8
601.65,100,83,80,62,42,34,22,18,11,10,5
602.125,96,84,77,61,43,34,27,16,11,12,7
602.599,99,83,77,62,44,34,28,15,10,6,5
603.074,96,77,77,58,42,35,21,15,9,9,4
603.549,93,78,78,57,48,37,25,15,14,14,4
604.023,93,76,77,57,43,29,28,16,11,10,6
604.498,93,79,79,59,48,31,28,13,13,8,5
604.973,92,76,70,55,47,34,25,16,13,9,11
605.448,89,73,68,51,38,30,21,17,10,6,0
605.922,83,70,70,47,44,31,19,20,12,10,4
606.397,80,68,66,49,40,25,19,11,10,7,5
606.872,88,74,70,55,43,34,29,15,9,11,5
607.347,81,67,67,46,36,29,21,15,7,5,1
607.822,81,69,65,53,41,31,23,19,9,8,4
608.297,79,66,64,50,36,28,18,15,9,8,6
608.772,79,65,64,51,40,27,20,13,11,10,7
609.247,78,69,59,47,34,28,18,9,8,3,4
609.723,73,65,60,46,36,28,19,12,14,5,3
610.198,72,66,62,44,33,28,18,8,11,8,8
610.673,70,61,60,48,35,27,18,10,7,10,6
611.148,69,57,53,41,33,26,16,11,8,7,1
611.623,72,60,55,45,37,25,22,14,13,7,7
612.099,71,59,55,42,33,25,18,11,8,4,6
612.574,68,56,54,38,31,23,15,12,5,3,3
613.05,66,57,62,43,33,26,21,16,8,6,4
613.525,65,59,49,40,30,24,14,11,11,3,3
614.001,70,57,58,42,35,24,22,13,10,9,4
614.476,65,53,54,43,33,26,20,10,8,3,4
614.952,67,53,53,38,35,30,21,12,9,5,5
615.427,60,54,54,38,31,19,16,12,10,3,4
615.903,60,51,50,32,30,18,15,8,2,4,1
616.379,68,54,47,40,28,21,19,10,8,9,2
616.854,62,51,53,36,30,24,18,10,8,5,2
617.33,60,52,51,39,31,26,17,14,10,9,5
617.806,63,56,48,37,28,19,15,10,7,5,5
618.282,65,52,50,39,30,22,19,9,9,8,8
618.758,55,51,48,37,26,19,16,8,5,7,-1
619.234,58,46,50,37,27,19,12,10,5,1,1
619.71,55,48,45,37,31,18,14,13,6,4,3
620.186,51,46,48,35,26,17,12,6,5,1,3
620.662,57,48,49,35,30,20,14,9,9,8,2
621.138,59,48,45,35,29,20,17,10,6,5,3
621.614,55,47,45,32,22,20,17,11,4,5,3
622.09,58,50,44,33,25,17,9,11,6,6,3
622.566,58,48,42,32,26,17,16,8,11,11,7
623.042,50,39,41,29,22,16,11,6,1,-1,-1
623.519,53,41,41,32,25,21,13,10,5,6,3
623.995,55,41,42,37,29,18,15,8,7,7,1
624.471,52,43,44,27,24,18,13,10,8,4,3
624.948,51,46,46,33,25,18,16,13,5,8,7
625.424,49,40,39,32,23,19,13,8,1,6,-1
625.9,49,40,41,34,23,15,14,10,8,7,3
626.377,47,40,40,29,18,17,10,6,3,5,1
626.853,48,40,38,30,23,15,8,3,8,4,3
627.33,45,44,44,30,26,19,14,8,8,10,5
627.807,45,39,35,27,21,20,14,9,6,5,5
628.283,46,42,40,32,22,18,16,12,6,9,4
628.76,46,37,39,30,22,16,13,3,5,5,5
629.237,39,36,32,28,21,14,10,7,2,0,3
629.713,41,34,37,23,13,8,11,3,1,3,0
630.19,44,35,36,26,21,16,13,10,3,4,3
630.667,45,33,32,28,21,13,13,7,6,6,0
631.144,42,35,36,28,17,15,12,9,5,5,1
631.621,43,38,37,25,20,16,10,7,9,5,5
632.098,45,35,33,25,19,17,9,9,5,4,2
632.575,41,32,32,24,17,18,16,4,5,6,5
633.052,36,29,29,26,15,13,9,5,6,5,3
633.529,35,31,32,24,17,13,13,7,9,3,6
634.006,34,33,27,26,21,13,7,8,5,0,1
634.483,37,30,31,18,15,10,11,5,4,4,3
634.96,36,27,29,19,16,10,8,5,3,5,5
635.437,33,30,27,23,17,10,10,5,7,4,3
635.915,33,29,28,19,19,14,9,2,2,-1,0
636.392,32,27,25,17,15,10,2,5,8,0,2
636.869,40,27,31,19,15,13,11,2,3,5,3
637.347,32,24,27,19,14,13,13,1,6,5,4
637.824,32,26,28,24,16,15,12,9,3,4,5
638.301,33,25,22,15,13,12,7,4,1,3,0
638.779,33,31,26,20,20,14,5,0,4,2,5
639.256,31,23,24,19,16,7,6,-1,3,3,1
639.734,36,27,28,23,13,12,12,11,7,9,2
640.212,30,26,27,23,17,13,9,1,2,5,5
640.689,32,24,22,22,16,15,10,7,4,6,3
641.167,30,29,19,20,17,13,11,4,10,2,4
641.645,29,21,23,15,15,7,6,4,0,3,1
642.122,31,20,18,21,14,12,7,5,7,3,7
642.6,32,28,27,26,17,14,15,11,8,6,4
643.078,33,25,25,17,16,10,9,10,2,5,2
643.556,31,25,21,17,15,16,6,7,1,3,3
644.034,19,18,15,7,8,4,-2,0,-2,-5,-1
644.512,24,17,19,15,14,11,3,9,2,4,2
644.99,29,25,20,18,15,13,12,9,4,7,-1
645.468,24,20,22,17,11,6,9,4,5,2,4
645.946,24,23,19,12,10,9,6,1,5,1,0
646.424,24,23,19,16,14,11,6,7,3,3,6
646.902,28,24,22,22,14,10,9,7,8,3,1
647.38,25,18,24,16,14,11,6,6,1,4,2
647.858,27,20,25,13,15,10,4,3,3,4,0
648.337,31,22,19,17,17,8,9,6,7,4,3
648.815,26,19,19,14,9,7,12,2,10,1,2
649.293,22,19,18,13,7,5,6,2,1,2,1
649.772,23,17,20,13,13,8,8,3,2,3,1
650.25,24,20,20,15,10,5,9,3,4,4,1
650.728,21,17,16,11,8,6,5,1,1,-3,1
651.207,17,12,15,12,10,6,2,2,-2,1,-2
651.685,23,17,17,19,11,8,4,6,4,4,2
652.164,22,15,16,13,10,7,5,0,1,2,4
652.643,26,28,19,18,12,7,7,4,10,7,5
653.121,19,14,16,11,12,9,3,3,3,0,1
653.6,22,15,18,15,11,9,5,0,0,-1,0
654.079,18,15,15,9,10,5,5,3,2,3,0
654.557,20,20,15,16,14,8,5,4,2,0,-1
655.036,21,16,15,15,10,8,7,5,7,3,4
655.515,20,17,20,11,10,7,-1,0,4,0,0
655.994,19,14,20,16,11,3,6,-1,0,-1,0
656.473,20,15,15,10,7,8,3,6,2,1,-1
656.952,16,18,14,9,14,9,3,1,3,1,3
657.431,15,12,13,10,9,4,4,2,2,4,-1
657.91,19,17,14,12,12,8,5,5,8,7,7
658.389,16,12,13,11,9,3,8,7,5,5,7
658.868,17,20,15,16,9,3,10,7,7,3,5
659.347,15,17,15,12,9,8,5,1,2,2,2
659.826,15,14,15,10,7,5,2,3,6,0,-2
660.305,16,11,16,8,6,8,5,6,-2,-1,1
660.784,17,13,17,11,9,6,10,5,5,0,1
661.264,17,16,12,10,12,9,3,3,2,4,3
661.743,15,15,14,10,11,8,5,7,3,2,2
662.222,13,18,14,9,9,9,2,6,8,4,5
662.702,16,14,14,11,6,7,5,5,1,3,3
663.181,18,13,13,12,9,7,8,5,2,1,4
663.661,11,12,18,7,7,4,5,1,2,9,-1
664.14,15,17,15,10,8,6,0,3,1,4,0
664.62,13,13,6,3,6,1,4,-5,3,-2,-2
665.099,17,9,13,5,5,2,3,1,0,3,-1
665.579,13,7,10,10,2,3,1,1,0,2,-3
666.059,12,13,8,12,8,5,4,0,4,3,2
666.538,15,15,10,6,8,5,3,1,7,1,4
667.018,16,12,11,8,6,4,5,1,0,1,4
667.498,14,8,10,9,5,4,4,0,1,2,-1
667.978,14,11,12,10,7,5,7,8,7,2,4
668.457,12,12,9,7,8,5,2,1,2,1,-4
668.937,16,10,8,4,4,6,0,1,5,2,0
669.417,13,11,11,7,8,4,10,5,8,5,4
669.897,19,13,11,5,6,5,8,3,5,-1,2
670.377,6,5,3,2,0,0,-3,-1,-4,-4,-5
670.857,9,8,7,5,4,1,-1,-2,-1,0,1
671.337,12,11,12,9,11,11,4,3,5,7,3
671.818,11,4,9,7,5,4,5,1,1,1,1
672.298,15,14,10,6,10,6,7,6,2,6,4
672.778,11,3,6,8,3,-1,1,3,0,1,-1
673.258,12,11,7,10,8,8,2,2,3,4,2
673.738,11,8,8,7,7,2,1,-3,2,0,0
674.219,10,9,10,8,-1,6,5,3,-1,3,3
674.699,11,6,8,3,1,2,0,-2,-2,-1,-2
675.179,11,9,7,6,5,5,3,1,0,-1,-1
675.66,11,8,8,7,6,4,3,3,1,2,2
676.14,12,9,12,2,7,3,4,3,3,-2,0
676.621,10,8,11,6,4,6,6,1,3,2,5
677.101,15,10,6,7,7,6,8,-1,4,4,6
677.582,10,8,0,4,4,4,3,6,-3,2,-1
678.063,14,11,8,15,11,7,7,8,4,6,3
678.543,11,10,11,6,6,2,4,3,2,5,8
679.024,13,7,9,9,9,6,8,0,3,4,2
679.505,12,7,12,6,8,4,5,3,2,-1,4
679.985,11,11,8,11,9,2,4,2,-2,1,3
680.466,9,9,7,3,5,5,3,1,0,0,5
680.947,14,6,9,6,7,3,6,2,6,1,6
681.428,9,7,7,8,1,0,1,4,-3,3,-3
681.909,10,8,9,10,6,3,4,2,3,0,1
682.39,9,8,8,6,8,8,4,4,-1,3,4
682.871,11,10,9,6,5,2,4,3,3,1,-2
683.352,9,6,8,6,2,6,-1,0,2,-2,-1
683.833,14,10,10,11,6,4,4,3,3,4,5
684.314,6,3,5,5,3,4,1,1,-4,-2,0
684.795,8,4,1,-2,-1,2,-3,-3,0,-2,-2
685.276,9,8,6,4,2,1,4,0,-1,1,2
685.758,10,6,5,4,5,6,4,1,3,2,-1
686.239,11,2,5,3,-3,6,4,-1,-2,-1,-2
686.72,8,6,5,6,4,3,4,-1,-1,-1,2
687.202,7,7,6,3,9,4,6,3,4,3,1
687.683,11,9,6,5,6,6,4,0,7,5,0
688.164,8,1,10,-1,2,-1,-1,-2,-1,-2,1
688.646,12,8,5,4,4,2,3,3,2,5,1
689.127,1,8,4,0,4,2,0,0,1,2,-1
689.609,8,11,6,5,7,3,2,3,5,3,-1
690.091,8,9,12,5,4,2,4,4,4,0,4
690.572,9,6,4,2,6,1,5,1,-1,-5,3
691.054,9,6,7,7,7,6,4,2,0,-1,1
691.536,7,9,6,6,8,9,2,5,4,4,3
692.017,8,6,5,5,3,2,2,1,2,2,3
692.499,5,2,4,1,3,1,-3,-3,1,-5,1
692.981,8,7,5,4,3,3,-3,0,0,2,0
693.463,9,12,10,10,5,6,7,-1,8,4,2
693.945,6,6,4,4,5,4,0,-1,0,-3,-1
694.426,3,3,3,-1,-3,2,1,-2,-2,-5,-3
694.908,9,4,3,8,5,1,4,1,1,-2,5
695.39,5,9,6,12,7,3,6,3,1,0,3
695.872,4,7,6,2,4,4,-2,0,-1,2,1
696.355,8,3,7,4,1,6,-3,-2,1,1,-1
696.837,6,9,6,1,3,4,2,1,0,0,4
697.319,7,4,7,8,5,4,5,1,2,0,3
697.801,-1,3,-2,-4,-3,-5,-5,-4,-3,-3,-3
698.283,10,1,8,3,3,3,-2,1,-2,2,2
698.765,7,11,4,1,3,7,0,3,5,1,2
699.248,14,3,9,6,4,6,5,1,4,1,5
699.73,7,10,6,5,2,2,3,-1,2,0,0
700.213,1,0,-2,1,-2,-1,-4,-5,-8,-5,-4
700.695,10,1,2,3,4,2,3,0,1,0,-1
701.177,7,4,1,3,0,0,2,1,2,1,-2
701.66,7,4,6,6,1,4,1,1,0,2,2
702.142,4,3,8,2,5,2,4,2,-4,2,-1
702.625,9,5,8,2,7,4,5,2,4,5,0
703.108,9,5,7,5,2,5,0,-1,1,0,2
703.59,9,6,6,3,4,3,0,-2,-3,-2,-2
704.073,11,9,9,5,7,3,2,4,6,1,4
704.556,12,4,10,3,1,2,5,3,2,0,0
705.038,11,11,6,9,5,7,7,2,4,4,1
705.521,12,8,5,4,7,3,1,-4,1,1,0
706.004,10,8,4,8,4,7,1,0,-1,7,0
706.487,14,8,11,5,5,4,1,4,1,0,1
706.97,14,11,12,8,5,4,10,7,3,1,6
707.453,14,12,11,7,4,3,3,2,1,2,-3
707.936,18,16,11,9,4,2,3,-3,-1,4,2
708.419,23,14,9,5,8,4,4,2,-2,4,2
708.902,21,16,16,10,7,7,9,6,4,1,5
709.385,25,19,18,14,14,6,8,5,7,4,-2
709.868,23,20,17,12,0,3,4,-4,1,1,0
710.351,29,22,21,13,8,4,3,0,-2,1,1
710.835,33,29,28,16,18,9,7,0,7,8,5
711.318,40,28,25,15,8,5,7,2,0,1,-2
711.801,44,37,32,17,14,10,5,5,4,1,2
712.285,55,41,40,28,17,12,7,9,10,6,3
712.768,56,47,35,27,20,13,7,4,1,5,-1
713.251,68,50,49,35,23,12,12,4,3,0,0
713.735,71,55,51,35,24,16,12,6,2,6,-2
714.218,84,61,55,39,27,18,14,8,4,3,0
714.702,89,71,65,45,28,22,15,8,2,7,5
715.185,98,75,72,54,30,30,19,7,8,2,4
715.669,108,85,79,52,37,27,17,10,6,6,4
716.153,121,98,89,58,44,31,23,16,10,12,7
716.636,131,107,94,65,47,28,22,13,7,10,5
717.12,148,110,102,75,51,39,24,16,10,9,4
717.604,158,120,110,77,54,39,26,14,10,9,5
718.088,174,133,117,80,57,40,23,16,13,6,4
718.572,188,150,132,91,67,45,32,17,11,7,6
719.055,191,153,137,97,66,46,30,19,12,6,7
719.539,220,173,153,114,77,53,35,22,14,11,7
720.023,232,185,161,115,77,56,38,24,17,10,5
720.507,248,198,175,119,82,59,41,22,15,10,13
720.991,271,211,189,133,94,58,41,19,14,9,7
721.475,286,220,199,138,97,67,47,27,17,13,5
721.959,306,239,209,147,106,75,48,29,21,12,8
722.444,333,262,234,165,113,80,53,34,22,14,8
722.928,360,281,251,174,122,82,59,34,24,15,9
723.412,386,307,268,189,133,89,61,35,28,11,9
723.896,406,311,277,189,133,91,62,38,21,11,6
724.381,425,327,298,207,147,99,66,40,31,19,15
724.865,462,357,318,225,157,106,71,40,28,21,13
725.349,496,391,349,244,172,114,81,49,28,16,13
725.834,543,423,377,265,189,128,88,55,35,24,17
726.318,558,432,384,275,192,129,86,54,39,25,17
726.803,630,489,432,309,215,146,97,60,37,28,18
727.287,670,512,462,324,228,151,108,63,43,29,19
727.772,714,554,497,344,244,163,115,72,46,32,18
728.256,772,599,539,375,263,175,122,74,50,30,20
728.741,804,627,556,387,274,183,123,77,47,29,22
729.226,873,672,602,420,295,199,129,80,52,35,23
729.71,907,703,623,434,304,201,136,83,57,34,27
730.195,999,781,689,481,343,228,159,96,65,40,30
730.68,990,769,683,476,339,224,152,92,63,38,28
731.165,1019,796,707,493,348,237,155,94,62,46,26
731.65,1082,843,753,526,368,244,164,102,69,46,28
732.135,1114,867,769,537,374,252,171,101,65,44,29
732.62,1097,856,754,528,369,249,170,98,70,42,26
733.105,1105,864,761,536,374,251,173,105,67,44,30
733.59,1136,883,786,551,386,256,176,109,71,52,33
734.075,1107,861,765,532,375,251,171,98,64,42,28
734.56,1100,853,760,528,369,250,169,100,67,44,31
735.045,1075,836,741,522,364,242,163,99,67,47,30
735.53,1064,822,733,507,356,238,161,93,61,38,28
736.015,1020,794,707,496,344,230,156,92,61,38,27
736.501,1014,797,713,491,342,231,155,98,63,42,26
736.986,1007,784,693,492,340,229,157,93,63,44,23
737.471,947,737,660,458,319,214,144,88,58,39,28
737.957,919,725,642,448,313,211,144,87,62,41,24
738.442,887,690,612,426,296,200,134,83,52,37,25
738.928,888,696,616,424,297,199,135,81,61,42,25
739.413,859,665,595,411,287,192,131,75,51,33,22
739.899,834,649,576,400,278,186,123,75,49,35,23
740.384,811,630,555,386,269,182,124,76,44,32,23
740.87,765,599,530,368,260,171,121,67,46,33,23
741.355,740,576,513,357,250,161,109,68,42,31,21
741.841,742,575,510,358,253,170,115,66,47,29,20
742.327,697,538,481,332,239,157,104,67,37,28,18
742.813,688,537,475,333,230,158,107,66,48,29,24
743.298,654,516,450,322,227,150,101,60,41,27,21
743.784,631,493,437,305,214,142,97,58,36,29,16
744.27,611,475,423,297,205,139,95,59,39,21,19
744.756,595,466,412,285,201,136,93,55,37,22,15
745.242,573,448,391,273,193,129,95,54,33,22,13
745.728,543,415,372,264,185,120,83,49,33,27,15
746.214,525,406,363,249,179,117,79,44,31,20,10
746.7,497,386,345,242,171,111,77,49,34,26,18
747.186,460,356,315,217,150,103,72,43,27,14,10
747.672,443,349,309,214,154,102,71,42,32,21,13
748.158,404,319,280,196,137,93,64,35,28,21,9
748.645,410,318,285,198,138,94,67,39,23,18,14
749.131,381,292,261,186,124,87,60,37,22,16,15
749.617,358,278,244,173,124,77,55,30,22,14,10
750.104,343,261,233,164,116,77,54,29,17,13,8
750.59,323,256,220,159,107,73,51,30,18,17,8
751.076,302,239,211,149,102,73,44,31,24,13,12
751.563,303,239,213,146,106,71,48,27,21,15,11
752.049,283,223,190,140,94,69,42,24,21,13,6
752.536,275,211,187,131,91,58,44,23,18,9,7
753.022,252,199,177,123,87,58,43,28,17,14,8
753.509,236,180,166,113,77,58,38,23,13,11,7
753.996,234,181,161,114,79,54,35,21,13,11,3
754.482,220,170,153,105,75,51,34,18,17,11,4
754.969,208,163,142,101,68,41,31,22,12,8,6
755.456,201,158,137,96,67,45,30,21,15,8,7
755.943,194,148,132,93,64,47,30,18,8,6,9
756.429,188,142,125,92,67,44,33,17,12,12,3
756.916,179,138,120,87,56,41,26,20,10,9,6
757.403,163,133,117,85,55,38,18,17,13,6,8
757.89,160,128,112,79,59,40,23,16,9,6,5
758.377,153,121,106,75,52,36,24,19,10,7,6
758.864,149,111,98,70,51,29,24,10,8,5,1
759.351,145,108,97,68,44,32,24,12,10,3,3
759.838,129,106,93,65,47,29,20,13,5,5,4
760.326,131,100,89,63,41,26,20,11,9,5,6
760.813,121,92,84,58,41,29,19,10,8,5,2
761.3,113,91,79,57,37,28,19,9,6,6,6
761.787,119,87,80,55,40,26,20,11,10,9,4
762.275,109,90,76,54,39,27,22,14,9,8,6
762.762,103,78,74,48,35,22,17,12,5,5,0
763.249,98,72,67,46,32,21,19,10,10,6,1
763.737,93,74,65,39,34,21,12,8,9,3,2
764.224,85,68,54,38,28,17,11,8,5,7,5
764.712,84,66,55,40,28,20,15,13,9,8,4
765.199,80,62,52,40,28,21,17,10,8,4,0
765.687,70,52,49,37,19,17,12,5,4,2,3
766.174,69,60,44,32,24,13,8,10,6,3,2
766.662,65,52,47,29,25,15,13,5,7,8,3
767.15,59,48,44,31,21,16,13,9,7,2,4
767.637,57,46,41,31,18,15,8,5,3,3,0
768.125,56,43,39,29,22,10,9,4,4,1,-2
768.613,52,44,38,27,21,11,6,11,1,4,2
769.101,52,43,35,23,16,10,10,1,4,4,3
769.589,53,42,37,25,18,12,11,10,2,4,1
770.077,47,37,35,27,22,12,8,9,3,7,4
770.565,46,37,35,24,16,17,8,5,3,3,4
771.053,44,37,32,21,18,7,6,7,4,5,3
771.541,43,33,33,21,15,9,8,5,6,2,-2
772.029,41,30,25,17,13,9,4,3,3,3,0
772.517,34,28,27,21,14,13,5,4,8,3,1
773.005,38,31,24,24,16,7,7,4,5,-1,-1
773.493,35,27,29,16,10,8,9,3,5,3,1
773.981,34,23,20,14,8,6,1,3,3,4,1
774.47,33,26,20,17,15,7,6,5,5,3,2
774.958,30,24,21,20,12,9,5,6,4,3,2
775.446,31,24,23,14,12,6,6,2,-1,4,2
775.935,30,24,23,13,12,11,3,7,7,6,7
776.423,31,21,23,10,12,11,5,3,6,3,1
776.911,32,22,20,17,12,11,7,3,3,2,1
777.4,25,21,16,16,7,5,4,5,2,2,2
777.889,27,23,18,14,9,6,7,4,1,4,4
778.377,27,23,24,10,9,5,8,2,6,10,3
778.866,25,14,17,11,6,5,5,1,2,2,-3
779.354,20,18,14,10,6,2,5,2,2,-2,2
779.843,27,22,15,14,10,5,5,2,3,4,3
780.332,22,17,11,11,9,6,2,4,3,4,3
780.821,18,13,13,11,9,6,4,3,2,-1,2
781.309,19,15,15,11,5,1,4,0,3,6,-3
781.798,20,16,12,7,3,4,7,1,2,5,0
782.287,17,14,13,5,9,2,3,0,3,-1,0
782.776,18,14,11,9,6,4,6,8,2,4,5
783.265,14,11,11,8,7,7,1,3,1,1,-2
783.754,17,12,10,10,8,9,7,4,4,5,0
784.243,21,12,8,9,6,1,7,6,3,5,1
784.732,12,7,4,2,1,-2,0,-4,-4,-5,-6
785.221,13,9,10,8,6,2,3,0,2,2,0
785.71,12,4,6,8,4,7,3,0,1,0,-1
786.199,11,9,9,5,1,5,3,0,1,1,2
786.689,12,9,7,5,3,2,4,2,-2,4,1
787.178,13,8,12,10,9,3,6,4,-1,7,3
787.667,15,10,7,4,6,1,0,0,2,2,-1
788.157,13,7,7,3,6,2,1,4,-1,1,1
788.646,10,8,4,10,6,4,3,4,5,-1,1
789.135,10,8,6,4,1,5,2,3,4,4,-1
789.625,9,5,7,7,5,3,3,3,2,4,5
790.114,11,12,5,2,6,2,7,1,0,2,2
790.604,7,0,1,3,-2,0,-5,-4,-5,-1,-6
791.093,8,6,11,4,11,5,4,3,3,4,0
791.583,9,5,7,3,-3,4,2,-3,3,2,-2
792.073,13,7,9,6,5,7,3,4,1,3,4
792.562,11,2,4,5,4,5,3,5,3,4,-2
793.052,10,2,8,3,8,8,1,4,2,-1,0
793.542,3,0,0,1,-1,-3,-1,-6,-5,-6,-5
794.032,8,10,3,4,3,4,6,4,6,5,3
794.522,8,5,-6,1,0,-1,-4,2,0,2,-7
795.011,1,3,0,2,-3,2,0,-2,-1,-3,-3
795.501,10,4,6,2,1,0,1,-5,-2,-3,0
795.991,7,2,5,2,3,1,2,0,2,4,-1
796.481,4,7,-1,1,3,1,2,1,1,3,3
796.971,5,8,4,-2,1,1,6,1,-2,1,-2
797.461,8,1,3,1,7,3,-1,1,0,-1,0
797.952,13,9,9,8,5,8,6,3,5,0,2
798.442,4,2,3,1,-1,1,-1,-3,-1,3,-1
798.932,8,6,1,2,0,1,1,-3,-4,1,1
799.422,0,-2,0,-1,-2,-1,-2,-2,-5,-3,-6
799.912,5,0,3,4,5,3,1,2,2,0,0
800.403,8,4,6,1,1,7,6,2,2,-3,1
800.893,3,1,3,4,4,0,2,1,2,2,2
801.383,1,1,0,-2,2,1,-4,-1,0,3,0
801.874,7,4,5,4,2,3,1,5,2,2,3
802.364,3,2,3,1,2,4,4,-5,3,-3,-3
802.855,5,-1,4,0,1,1,2,0,1,-4,0
803.345,4,4,3,2,3,2,3,-2,-1,2,3
803.836,7,6,7,3,3,4,6,2,6,6,3
804.327,6,2,2,5,4,2,0,3,4,2,-3
804.817,6,-2,4,5,0,3,6,2,0,1,2
805.308,4,4,4,3,-2,3,3,0,3,1,5
805.799,1,1,1,-3,3,-5,3,0,-3,5,2
806.289,3,2,3,1,1,0,1,2,0,4,3
806.78,6,3,6,4,3,2,1,0,0,2,1
807.271,7,4,3,4,-1,-3,1,-2,2,2,0
807.762,-1,-8,-1,-3,-3,-1,-6,-2,-2,-3,-1
808.253,4,4,2,3,1,1,5,4,2,1,4
808.744,7,5,4,-1,2,-1,2,4,3,7,0
809.235,3,3,-2,0,1,3,4,-3,2,0,2
809.726,5,2,7,8,1,4,0,0,0,2,6
810.217,3,0,1,-1,-4,1,3,-1,-3,1,1
810.708,3,3,3,0,6,4,1,7,1,8,-3
811.199,6,-1,3,6,2,2,1,0,-1,3,2
811.69,4,3,3,4,3,1,4,1,-4,0,0
812.182,2,-3,5,2,0,3,1,-4,-4,0,1
812.673,2,5,2,4,3,4,3,5,2,3,3
813.164,7,6,1,2,6,3,5,6,4,4,6
813.656,0,4,-1,5,2,-7,2,-2,0,-2,-3
814.147,1,-2,3,0,-3,2,-1,-1,0,-3,-5
814.638,4,3,4,2,3,7,3,1,3,4,2
815.13,2,2,1,2,-1,1,2,2,1,0,1
815.621,-1,4,1,-2,1,1,3,0,0,-2,0
816.113,7,5,4,6,3,5,5,5,1,8,0
816.604,1,-1,4,2,0,2,-5,-3,-1,-1,-1
817.096,8,5,6,4,3,5,0,2,1,2,6
817.588,2,0,5,2,2,7,4,-1,5,6,2
818.079,3,2,0,-3,3,-1,3,0,3,1,4
818.571,0,1,0,4,2,-1,1,-4,2,-2,1
819.063,0,3,0,2,5,4,1,-2,0,1,4
819.555,0,2,5,1,3,3,-2,1,4,3,1
820.047,0,-1,-2,1,1,3,0,-1,-1,0,0
820.538,2,3,3,4,-1,3,2,0,4,0,2
821.03,4,5,3,6,4,5,4,7,4,4,-1
821.522,3,0,5,6,3,3,4,1,1,4,2
822.014,2,5,-1,5,1,5,1,2,1,2,4
822.506,2,3,3,5,5,2,5,2,0,2,2
822.998,2,4,5,3,2,0,3,4,-3,2,4
823.491,4,2,2,4,-2,0,-2,4,0,-2,4
823.983,4,7,2,1,2,0,7,2,0,4,-2
