wavelength,1,2,3,4,5,6,7,8,9,10
402.035,,,,,,,,,,
402.494,0.026689320732009487,0.026031325832781824,0.02718168812589413,0.032229580573951436,0.03308823529411765,0.04005006257822278,0.047267355982274745,0.051696284329563816,0.035781544256120526,0.046153846153846156
402.952,0.02417613535804042,0.023751746451944996,0.02384358607534573,0.029580573951434878,0.029411764705882353,0.0362953692115144,0.0413589364844904,0.048465266558966075,0.04143126177024482,0.05714285714285714
403.411,0.022335492548936322,0.021913375983528202,0.0228898426323319,0.025165562913907282,0.03014705882352941,0.03379224030037547,0.0413589364844904,0.04523424878836834,0.03766478342749529,0.05934065934065934
403.869,0.020778025556617466,0.020295609971321422,0.022412970910824986,0.022075055187637967,0.029411764705882353,0.03254067584480601,0.04283604135893649,0.04523424878836834,0.032015065913371,0.05714285714285714
404.327,0.019680719266574633,0.019266122509008016,0.021459227467811155,0.022958057395143488,0.029411764705882353,0.03504380475594493,0.051698670605613,0.04684975767366721,0.04519774011299435,0.05714285714285714
404.786,0.018477222045237336,0.017942495771747925,0.01931330472103004,0.021633554083885207,0.025,0.028785982478097622,0.04579025110782866,0.033925686591276254,0.03766478342749529,0.03736263736263736
405.244,0.016955152030016636,0.016839473490697848,0.018121125417262754,0.019426048565121413,0.022058823529411763,0.017521902377972465,0.022156573116691287,0.037156704361873995,0.02448210922787194,0.026373626373626374
405.70300000000003,0.01599943364836643,0.0161776601220678,0.018597997138769667,0.018543046357615892,0.025,0.02127659574468085,0.023633677991137372,0.0420032310177706,0.035781544256120526,0.04175824175824176
406.162,0.015008318289618064,0.01500110302228105,0.017882689556509297,0.017218543046357615,0.025735294117647058,0.02753441802252816,0.029542097488921715,0.04523424878836834,0.03766478342749529,0.05274725274725275
406.62,0.014371172701851261,0.013971615559967645,0.016213638531235097,0.016335540838852098,0.023529411764705882,0.026282853566958697,0.028064992614475627,0.04361873990306947,0.018832391713747645,0.03956043956043956
407.079,0.01376942409118261,0.013015662916390912,0.015498330948974726,0.015894039735099338,0.022794117647058826,0.03128911138923655,0.026587887740029542,0.037156704361873995,0.013182674199623353,0.03736263736263736
407.538,0.013380057343102898,0.013089197735127584,0.015736766809728183,0.016335540838852098,0.022794117647058826,0.028785982478097622,0.029542097488921715,0.038772213247172865,0.022598870056497175,0.04835164835164835
407.996,0.01309688152631765,0.013236267372600927,0.015021459227467811,0.0141280353200883,0.021323529411764706,0.023779724655819776,0.03545051698670606,0.04038772213247173,0.035781544256120526,0.05054945054945055
408.455,0.01224735407596191,0.01250091918523421,0.014067715784453982,0.0141280353200883,0.021323529411764706,0.026282853566958697,0.03840472673559823,0.033925686591276254,0.030131826741996232,0.04395604395604395
408.914,0.011857987327882197,0.01213324509155085,0.014544587505960896,0.019426048565121413,0.025,0.026282853566958697,0.03840472673559823,0.04038772213247173,0.032015065913371,0.04395604395604395
409.37300000000005,0.011397826625606173,0.011397896904184131,0.013829279923700524,0.019426048565121413,0.023529411764705882,0.028785982478097622,0.028064992614475627,0.04523424878836834,0.030131826741996232,0.03956043956043956
409.832,0.010619093129446745,0.010294874623134054,0.011444921316165951,0.015894039735099338,0.015441176470588234,0.026282853566958697,0.022156573116691287,0.02907915993537965,0.007532956685499059,0.026373626373626374
410.291,0.010265123358465186,0.010294874623134054,0.010252742012398664,0.0141280353200883,0.016176470588235292,0.018773466833541926,0.026587887740029542,0.0210016155088853,0.015065913370998116,0.03076923076923077
410.75,0.010017344518778094,0.01051547907934407,0.010968049594659036,0.012362030905077263,0.022794117647058826,0.02127659574468085,0.03249630723781389,0.030694668820678516,0.030131826741996232,0.03956043956043956
411.209,0.009486389862305758,0.00970659607324068,0.011206485455412495,0.01324503311258278,0.021323529411764706,0.022528160200250315,0.03692762186115214,0.0420032310177706,0.032015065913371,0.03956043956043956
411.668,0.008920038228735265,0.008971247885873961,0.012160228898426323,0.016335540838852098,0.018382352941176468,0.025031289111389236,0.03249630723781389,0.04684975767366721,0.030131826741996232,0.04395604395604395
412.12699999999995,0.008495274503557394,0.00853003897345393,0.011683357176919408,0.015894039735099338,0.016176470588235292,0.03128911138923655,0.025110782865583457,0.04523424878836834,0.032015065913371,0.03956043956043956
412.586,0.007893525892888746,0.007794690786087213,0.00882212684787792,0.011920529801324502,0.011029411764705881,0.026282853566958697,0.023633677991137372,0.033925686591276254,0.018832391713747645,0.02857142857142857
413.045,0.007397968213514566,0.00772115596735054,0.007868383404864092,0.009713024282560705,0.012499999999999999,0.02127659574468085,0.028064992614475627,0.02907915993537965,0.007532956685499059,0.026373626373626374
413.504,0.007114792396729319,0.008015295242297228,0.008583690987124463,0.010154525386313465,0.01764705882352941,0.018773466833541926,0.029542097488921715,0.033925686591276254,0.022598870056497175,0.03076923076923077
