wavelength,0,1,2,3,4,5,6,7,8,9,10
578.444,34,33,31,23,23,15,14,8,9,8,5
578.917,35,30,21,20,16,9,10,9,7,4,5
579.39,34,34,27,20,18,18,14,13,7,7,6
579.862,28,26,22,20,17,11,5,2,3,1,6
580.335,37,33,28,25,21,14,9,9,14,10,4
580.808,34,34,25,22,20,16,11,7,10,9,6
581.281,36,32,26,18,22,16,12,12,10,9,8
581.754,35,28,24,20,18,13,7,7,6,9,6
582.227,36,30,27,25,23,15,16,8,3,3,8
582.7,32,30,32,22,20,12,14,8,4,8,0
583.173,32,28,23,20,15,10,13,8,6,2,4
583.646,32,26,23,23,16,9,12,8,7,3,4
584.119,30,22,19,18,16,10,6,8,6,0,1
584.592,32,29,27,21,18,12,14,9,8,4,6
585.065,29,28,21,21,18,16,12,10,6,4,9
585.538,28,29,26,22,16,11,11,10,10,3,2
586.012,33,33,21,16,18,13,10,4,2,3,4
586.485,24,19,19,12,10,9,5,-2,-1,-2,0
586.958,29,22,19,12,14,10,3,2,2,1,-1
587.432,27,21,27,18,14,10,12,8,9,4,4
587.905,28,24,24,16,18,14,12,12,9,-1,7
588.378,25,27,21,17,13,16,9,7,6,2,6
588.852,27,25,22,16,14,10,8,7,4,7,4
589.325,25,24,20,24,14,14,11,10,10,9,10
589.799,30,24,25,23,16,12,11,7,3,3,8
590.273,27,23,15,22,17,12,9,9,8,1,7
590.746,26,20,17,11,12,9,6,7,4,0,3
591.22,25,21,17,15,12,8,10,10,4,6,6
591.694,23,22,17,17,12,7,8,6,8,5,2
592.167,28,20,20,15,14,12,9,2,5,1,3
592.641,29,23,19,15,12,9,7,11,4,3,7
593.115,24,23,18,14,13,13,10,7,4,3,4
593.589,23,23,17,16,10,11,5,6,3,6,6
594.063,24,19,17,16,14,8,7,8,5,3,3
594.537,23,19,20,16,15,10,12,11,7,4,6
595.011,28,23,21,16,16,14,10,8,10,2,3
595.485,24,23,19,16,12,10,8,11,9,9,6
595.959,24,25,17,22,13,9,11,7,11,6,5
596.433,22,22,18,12,8,5,8,2,1,0,0
596.907,23,22,14,13,14,9,10,6,6,1,1
597.381,16,18,17,15,11,13,0,4,3,3,-1
597.855,24,24,18,16,12,14,9,10,5,6,4
598.329,21,18,13,16,10,8,6,3,3,4,0
598.804,22,20,20,16,13,10,8,8,6,3,4
599.278,20,19,12,11,11,7,3,4,6,0,5
599.752,19,18,16,17,12,10,4,6,3,1,2
600.227,24,20,16,13,11,10,9,6,1,4,6
600.701,18,18,10,15,8,7,4,6,3,3,0
601.176,18,15,17,14,15,9,5,7,5,3,8
601.65,20,13,13,10,7,8,5,2,8,0,2
602.125,20,19,14,17,13,10,7,6,9,5,5
602.599,20,15,11,15,8,9,9,7,2,6,5
603.074,19,17,17,15,8,4,5,5,2,3,6
603.549,20,18,12,13,14,9,6,11,3,2,9
604.023,19,18,14,13,14,9,4,7,3,2,3
604.498,23,16,16,14,4,8,8,3,6,1,1
604.973,23,18,20,13,13,10,7,6,9,5,5
605.448,15,13,11,11,11,2,4,4,2,2,4
605.922,21,24,17,11,12,9,5,1,7,1,3
606.397,14,13,11,6,7,3,3,-1,1,-2,-2
606.872,22,21,20,13,11,8,10,8,4,8,3
607.347,17,12,12,11,8,5,6,3,4,2,3
607.822,18,18,10,14,11,12,5,3,7,4,3
608.297,21,15,13,10,8,6,6,3,7,2,5
608.772,17,14,13,13,9,6,7,4,5,6,3
609.247,19,16,13,11,6,8,9,7,3,4,4
609.723,20,13,15,12,14,3,7,8,2,4,5
610.198,17,12,16,16,10,6,10,7,6,6,3
610.673,17,17,9,8,5,5,7,2,7,1,5
611.148,12,12,12,9,5,4,5,2,1,2,4
611.623,17,17,11,11,11,5,8,6,1,4,4
612.099,17,13,14,13,9,8,3,6,4,8,2
612.574,10,7,7,4,9,4,4,3,5,2,2
613.05,17,18,11,6,10,8,9,5,4,8,8
613.525,18,13,13,11,8,3,5,5,2,0,1
614.001,14,17,15,10,11,9,7,7,6,1,7
614.476,19,15,12,9,12,6,6,6,6,8,5
614.952,14,12,9,9,6,4,4,5,5,2,3
615.427,17,11,9,8,6,8,3,1,8,3,6
615.903,10,8,6,8,3,2,-1,-1,-4,-2,0
616.379,15,12,14,11,12,6,8,6,7,4,0
616.854,13,13,11,11,9,1,3,0,2,0,3
617.33,13,14,10,6,9,8,9,5,9,5,2
617.806,15,10,10,7,6,8,3,4,4,1,2
618.282,18,14,11,10,4,9,2,4,6,3,7
618.758,12,12,9,6,6,3,5,4,4,3,5
619.234,5,12,6,6,8,3,2,4,2,1,2
619.71,14,7,9,6,5,3,4,3,3,3,5
620.186,12,8,2,9,4,2,-1,1,0,-1,-1
620.662,14,16,12,10,5,5,4,8,2,3,0
621.138,14,13,10,8,5,3,4,2,3,2,0
621.614,14,10,6,3,8,3,4,7,2,1,3
622.09,12,13,7,7,6,8,4,6,4,0,2
622.566,14,9,11,10,9,4,6,5,-1,6,6
623.042,6,7,5,5,5,-6,-1,0,-3,0,-1
623.519,8,3,9,6,7,4,-4,0,2,1,3
623.995,10,8,9,6,11,6,6,2,3,2,4
624.471,9,13,2,4,6,4,5,3,2,4,5
624.948,17,14,13,10,8,4,4,4,5,4,10
625.424,14,10,8,6,4,2,3,4,4,2,-1
625.9,14,4,7,7,7,3,5,1,4,2,1
626.377,10,7,5,4,8,4,2,0,6,3,3
626.853,10,12,9,9,6,7,5,4,9,3,2
627.33,11,13,14,13,6,7,2,3,5,5,4
627.807,10,14,10,5,4,0,4,7,3,3,1
628.283,9,11,6,10,7,8,7,5,6,0,4
628.76,7,7,5,4,7,6,3,2,4,4,2
629.237,10,8,2,0,1,-1,4,1,3,4,2
629.713,10,10,5,5,5,2,-1,-1,2,-1,2
630.19,9,9,15,6,7,5,4,5,1,2,5
630.667,9,7,6,3,6,1,2,4,-2,3,4
631.144,11,8,7,4,10,7,3,0,0,0,1
631.621,9,11,6,7,10,6,3,1,5,-2,1
632.098,11,4,13,3,7,4,6,5,7,2,5
632.575,4,10,10,6,6,-3,-1,0,-3,1,3
633.052,5,8,8,4,8,4,2,4,3,3,5
633.529,12,7,6,6,7,6,6,2,3,2,-2
634.006,8,12,9,9,5,2,3,3,7,3,-2
634.483,12,9,10,6,1,0,-2,5,2,0,4
634.96,7,10,7,4,2,3,0,3,4,2,0
635.437,6,4,10,4,2,4,2,4,0,4,2
635.915,12,7,7,5,5,4,0,4,1,2,1
636.392,6,6,4,4,2,3,-2,-3,3,0,-1
636.869,10,12,6,7,3,-2,4,7,0,-1,5
637.347,5,9,5,5,4,6,4,4,3,4,1
637.824,6,8,6,6,6,8,2,8,1,1,3
638.301,6,2,3,3,-1,1,4,3,-1,-2,-2
638.779,9,10,8,7,6,3,0,5,4,5,2
639.256,8,3,5,4,0,1,2,2,0,-3,-3
639.734,8,11,6,8,5,4,1,4,3,2,7
640.212,6,8,2,2,1,5,3,2,2,2,3
640.689,8,6,3,9,5,0,3,3,0,3,1
641.167,14,11,7,8,8,5,6,3,1,7,5
641.645,5,6,8,3,5,2,0,2,0,-2,1
642.122,7,6,6,6,4,1,0,3,5,3,0
642.6,10,7,8,10,9,10,6,9,6,3,6
643.078,9,10,4,5,4,3,2,4,0,6,0
643.556,6,10,5,7,6,4,3,2,2,2,3
644.034,-6,-4,1,-5,-2,-6,-9,-4,-6,-8,-5
644.512,5,5,4,4,2,5,2,5,0,1,4
644.99,8,9,4,7,4,4,7,5,2,2,1
645.468,9,8,3,8,3,1,4,2,4,0,5
645.946,7,3,6,1,3,-3,1,1,1,0,2
646.424,6,5,11,5,6,6,5,2,5,3,-1
646.902,5,7,5,11,7,2,6,9,9,1,2
647.38,5,9,1,9,1,5,-2,7,3,1,-1
647.858,8,8,3,4,3,3,2,2,5,5,4
648.337,3,8,8,5,4,6,-2,4,3,2,0
648.815,7,7,6,1,2,0,4,1,2,2,2
649.293,4,6,3,0,4,2,-2,-4,2,-1,0
649.772,5,7,-1,5,-1,-3,1,1,0,0,-1
650.25,5,4,5,8,0,4,-6,2,3,2,3
650.728,3,5,6,3,1,1,1,2,-4,-3,2
651.207,2,0,4,3,0,0,-3,1,1,-3,-1
651.685,8,6,7,7,1,7,5,4,3,1,2
652.164,5,5,0,3,4,0,3,3,1,2,3
652.643,7,9,11,5,5,5,7,4,4,2,10
653.121,5,8,5,1,3,1,1,-1,-1,-3,-2
653.6,2,2,4,2,1,4,-2,1,1,0,0
654.079,7,5,0,2,6,6,3,3,2,-3,1
654.557,5,6,2,3,1,3,3,4,7,1,1
655.036,5,6,4,6,5,4,2,2,3,1,5
655.515,5,2,5,2,2,1,-3,3,-1,-2,-1
655.994,1,3,4,-4,1,1,0,0,0,1,5
656.473,3,-2,1,-1,2,-1,2,3,1,4,-2
656.952,5,4,2,3,2,0,1,2,0,5,1
657.431,5,6,4,6,0,0,4,0,2,-2,2
657.91,5,7,7,5,2,0,-1,2,3,1,2
658.389,8,4,5,3,2,4,4,0,0,4,1
658.868,8,6,9,3,3,8,4,5,4,3,5
659.347,5,4,2,3,4,1,-1,1,1,5,3
659.826,6,2,2,8,2,-1,-2,2,0,-2,0
660.305,2,4,6,2,1,7,-2,0,3,0,1
660.784,2,3,3,1,0,3,2,1,3,2,1
661.264,3,2,6,3,2,2,3,4,1,0,1
661.743,6,5,2,5,7,2,7,-1,5,4,9
662.222,7,6,6,6,6,5,5,4,3,4,3
662.702,6,6,5,6,4,4,1,4,2,2,1
663.181,1,1,5,0,4,3,3,4,4,2,0
663.661,3,2,1,5,-3,3,4,2,0,0,3
664.14,9,5,3,9,3,5,4,-1,1,0,2
664.62,3,2,-2,1,-1,-3,0,2,-1,-1,-4
665.099,5,5,5,2,1,-3,0,0,1,0,-4
665.579,3,2,3,3,-3,3,1,0,-2,2,-1
666.059,1,2,4,7,3,1,2,1,0,0,3
666.538,4,6,3,2,3,1,0,6,3,5,2
667.018,2,2,1,5,5,3,-4,3,1,1,2
667.498,6,1,6,0,1,4,2,-2,3,-1,-2
667.978,9,3,5,1,3,3,6,0,1,-1,4
668.457,3,2,2,3,3,0,0,3,0,1,3
668.937,5,1,3,0,3,2,1,2,-1,-1,-3
669.417,3,4,6,1,4,2,2,5,3,-1,1
669.897,7,4,8,6,8,3,2,6,4,3,4
670.377,0,-2,-3,-1,0,-2,-5,-3,-5,-7,-2
670.857,6,1,-1,1,1,-2,-2,-4,-4,-3,-1
671.337,6,5,8,3,8,3,4,5,3,3,3
671.818,3,5,4,-3,5,3,-1,1,-1,0,-5
672.298,7,8,8,3,5,2,2,5,7,4,5
672.778,3,1,0,-1,0,-3,-3,1,-2,0,-4
673.258,3,4,5,3,-2,2,4,2,5,1,5
673.738,1,4,-2,4,0,2,0,3,-1,1,2
674.219,5,2,1,2,0,3,1,-1,0,1,7
674.699,1,3,2,1,2,0,3,-7,-4,-6,1
675.179,3,3,6,3,-1,1,-1,0,-3,-4,1
675.66,6,3,3,4,4,0,0,5,4,-1,2
676.14,5,3,5,1,3,2,1,5,3,-1,1
676.621,1,3,6,3,2,-1,0,3,-1,0,3
677.101,3,5,7,4,2,1,2,1,7,3,5
677.582,5,4,-2,0,0,-2,-3,-3,-1,-1,1
678.063,5,8,6,5,3,9,5,3,2,5,0
678.543,3,5,7,1,4,7,2,2,2,5,2
679.024,5,7,4,4,6,6,3,2,5,4,7
679.505,5,3,3,1,1,3,0,1,-1,0,1
679.985,1,8,5,2,1,1,2,3,4,2,1
680.466,2,1,4,2,-1,3,-4,0,3,-1,1
680.947,5,5,6,6,7,3,1,1,5,2,3
681.428,4,2,-1,1,2,5,0,0,-3,0,2
681.909,6,5,4,5,1,-1,6,4,0,2,1
682.39,6,-2,7,4,2,4,2,4,0,1,1
682.871,7,6,2,0,5,2,4,-1,2,-1,1
683.352,7,4,3,-2,1,-2,1,1,2,-1,2
683.833,10,4,4,5,5,6,4,2,2,3,3
684.314,-2,0,5,-2,1,0,-1,0,0,2,1
684.795,1,-2,-3,0,-6,-3,-2,-3,-5,0,-4
685.276,4,3,3,4,-3,2,2,0,1,5,1
685.758,5,6,5,3,3,-1,4,3,3,1,2
686.239,2,3,-2,5,-1,4,0,-1,-1,-1,-1
686.72,5,5,5,2,2,-2,2,2,0,-2,5
687.202,4,5,4,0,3,2,3,-3,3,1,3
687.683,6,4,7,0,6,5,5,3,3,2,1
688.164,4,4,-2,4,-1,0,0,-3,-4,-7,-1
688.646,7,4,-1,2,2,0,2,5,2,-3,5
689.127,1,-3,2,1,-2,0,-1,2,-1,-2,-1
689.609,2,2,4,2,1,0,2,2,3,4,2
690.091,2,4,3,4,3,2,2,5,6,1,1
690.572,7,2,6,3,0,3,-1,2,-2,1,0
691.054,-1,7,4,6,-1,2,2,2,0,0,0
691.536,5,5,5,4,4,2,4,6,2,2,2
692.017,3,3,4,2,-4,3,3,0,-1,1,2
692.499,2,-3,2,-2,-7,1,-3,-1,-3,-2,-3
692.981,3,0,1,5,0,-3,-1,1,-4,-1,5
693.463,5,8,6,1,0,3,5,-1,1,1,1
693.945,2,4,4,1,2,4,2,0,2,2,-2
694.426,5,1,-1,-3,-2,-2,0,-2,0,-4,1
694.908,6,7,2,2,3,4,0,3,5,2,1
695.39,5,5,7,9,5,3,0,5,1,4,0
695.872,3,5,2,2,1,2,-1,3,1,0,0
696.355,4,6,2,3,4,0,1,2,-1,0,0
696.837,7,3,5,2,3,2,0,-1,2,0,-1
697.319,4,6,6,5,5,1,4,7,3,3,1
697.801,-4,0,-3,-2,-5,-9,-6,-2,-1,-5,-2
698.283,2,1,5,-1,-2,-3,-1,1,0,0,0
698.765,8,5,6,0,3,1,-2,5,0,4,4
699.248,5,1,7,6,4,2,0,3,1,2,3
699.73,5,2,0,0,3,2,4,1,0,0,4
700.213,-3,-4,-4,-6,-1,-1,-5,0,-3,-7,-2
700.695,5,11,3,-2,1,0,-2,-3,2,0,3
701.177,5,4,7,1,4,0,2,6,-2,-2,1
701.66,3,6,6,-1,1,-1,-1,2,2,2,4
702.142,6,5,2,3,6,4,-1,2,3,2,-4
702.625,8,9,5,5,4,6,4,3,4,4,2
703.108,5,6,2,2,1,-2,-1,0,-1,-5,3
703.59,7,8,1,-1,1,2,3,-1,0,1,2
704.073,10,9,6,3,3,1,3,5,2,5,5
704.556,3,8,1,6,2,-3,0,0,2,3,1
705.038,12,9,6,7,7,5,5,3,5,2,3
705.521,11,6,5,2,3,-2,1,1,1,4,1
706.004,8,11,3,8,2,4,2,1,2,2,1
706.487,14,11,11,9,6,4,2,1,0,-1,-1
706.97,14,15,8,8,7,3,2,4,7,2,1
707.453,16,15,8,9,8,0,4,2,3,-2,5
707.936,17,18,11,7,6,7,7,3,3,2,6
708.419,21,16,15,10,7,5,4,6,4,3,4
708.902,24,21,16,14,8,11,8,4,5,7,3
709.385,32,28,21,16,11,10,10,4,6,2,7
709.868,26,28,16,13,9,7,5,2,5,2,0
710.351,39,29,25,15,10,9,5,4,-1,-1,2
710.835,48,40,26,22,13,13,5,3,6,2,4
711.318,53,39,27,17,14,8,6,5,3,2,4
711.801,61,46,36,28,26,16,14,12,6,3,1
712.285,76,58,41,33,27,22,16,11,9,5,8
712.768,74,65,47,34,30,16,14,10,8,11,6
713.251,91,72,56,43,30,25,14,13,11,12,9
713.735,103,80,59,46,41,23,17,13,10,9,1
714.218,114,94,67,50,39,26,23,14,14,5,8
714.702,130,102,76,59,47,34,22,22,16,11,10
715.185,137,110,84,64,45,32,25,20,15,11,13
715.669,157,129,97,66,50,35,27,20,12,13,8
716.153,172,133,102,74,66,45,37,29,21,16,16
716.636,186,151,115,82,70,50,38,26,23,15,15
717.12,205,168,127,91,71,52,40,31,25,20,17
717.604,223,180,127,97,77,55,41,32,21,19,14
718.088,236,187,140,103,82,60,46,37,25,20,16
718.572,268,216,158,115,91,70,53,41,30,26,21
719.055,274,216,162,120,93,69,46,37,30,23,21
719.539,315,245,183,137,107,84,63,48,37,27,24
720.023,330,264,197,151,114,87,65,51,36,29,27
720.507,354,280,213,159,121,93,69,55,40,33,26
720.991,381,304,226,165,133,98,69,55,39,32,27
721.475,399,316,242,178,141,99,76,58,45,33,31
721.959,433,339,258,193,150,110,81,69,47,37,37
722.444,474,378,276,212,166,123,88,69,53,44,38
722.928,499,398,298,227,171,130,100,74,57,45,41
723.412,541,430,327,242,189,139,103,78,64,49,38
723.896,569,453,337,250,195,141,103,79,57,43,43
724.381,603,475,356,267,208,154,116,87,68,51,46
724.865,642,514,387,290,221,164,122,91,66,57,48
725.349,703,559,418,312,246,183,131,103,79,65,54
725.834,765,609,458,341,265,193,149,114,86,70,56
726.318,783,628,468,349,276,200,149,120,93,68,60
726.803,887,705,532,401,309,229,164,127,99,78,65
727.287,938,751,560,418,327,243,180,136,107,86,71
727.772,1015,804,600,453,349,253,194,148,114,89,73
728.256,1097,866,650,488,380,279,211,161,121,98,81
728.741,1144,911,685,512,394,286,214,166,126,97,77
729.226,1238,980,732,552,426,310,231,173,135,105,91
729.71,1280,1027,764,571,442,320,242,184,140,108,92
730.195,1412,1125,845,631,489,359,274,202,154,128,107
730.68,1402,1119,831,628,482,355,264,201,150,119,103
731.165,1444,1152,862,640,496,367,275,211,158,128,107
731.65,1525,1215,913,685,528,390,298,221,171,139,113
732.135,1569,1246,932,699,542,396,296,219,170,133,111
732.62,1540,1229,917,694,531,386,296,223,168,136,114
733.105,1548,1231,921,692,537,390,296,225,170,133,112
733.59,1594,1270,947,707,557,403,304,232,172,137,118
734.075,1541,1228,921,686,533,387,287,221,165,133,110
734.56,1522,1206,902,676,531,382,292,214,168,131,108
735.045,1486,1173,881,660,511,370,286,216,170,133,107
735.53,1464,1158,869,648,509,364,280,208,157,125,106
736.015,1414,1119,842,623,489,352,264,199,149,121,97
736.501,1406,1114,833,624,491,349,264,201,158,120,105
736.986,1376,1091,819,617,481,345,266,202,150,122,101
737.471,1298,1028,776,581,450,321,253,190,144,113,96
737.957,1267,999,756,564,438,317,244,189,142,109,87
738.442,1212,961,724,546,423,304,229,176,133,100,85
738.928,1212,963,725,539,423,304,230,174,133,103,89
739.413,1168,926,695,524,408,294,222,168,128,100,82
739.899,1140,897,678,506,395,286,216,166,120,95,81
740.384,1103,864,657,490,383,275,206,160,115,88,78
740.87,1042,825,627,467,364,260,200,150,116,87,77
741.355,1006,799,599,452,350,249,193,143,110,88,69
741.841,1003,794,600,448,351,254,196,145,112,89,74
742.327,944,750,561,423,330,239,175,139,104,77,67
742.813,932,735,559,419,329,233,180,139,103,82,67
743.298,892,710,533,398,312,222,168,128,100,80,67
743.784,852,683,519,384,301,211,165,128,95,75,66
744.27,828,651,496,373,291,208,158,124,90,73,62
744.756,810,640,483,362,287,202,154,120,90,69,58
745.242,772,619,464,349,272,194,146,111,85,64,56
745.728,732,580,445,331,259,185,140,106,85,66,57
746.214,703,560,424,321,251,175,133,104,76,62,47
746.7,669,533,403,300,231,168,130,101,75,61,50
747.186,621,494,370,281,219,154,118,92,67,55,46
747.672,597,481,364,271,208,151,109,84,71,54,46
748.158,551,439,331,248,195,143,104,80,62,52,39
748.645,555,449,332,251,192,141,107,87,57,51,39
749.131,513,403,306,231,179,130,99,75,58,42,35
749.617,483,383,292,223,171,119,89,71,51,39,34
750.104,458,363,275,202,162,118,83,65,50,40,31
750.59,431,343,264,195,153,112,80,62,47,38,29
751.076,408,329,246,190,145,102,79,58,49,39,33
751.563,411,330,248,185,147,104,80,61,48,37,29
752.049,380,300,223,172,129,97,71,52,40,29,27
752.536,362,289,220,162,129,91,69,50,41,31,26
753.022,332,266,202,155,123,90,62,50,41,32,27
753.509,316,254,192,143,110,78,60,49,34,29,21
753.996,314,249,185,143,113,78,60,46,37,23,21
754.482,296,234,175,131,102,74,58,44,31,25,22
754.969,272,218,168,124,95,68,51,35,28,25,17
755.456,266,213,158,124,96,69,50,42,29,25,23
755.943,254,205,156,115,89,62,51,39,31,19,18
756.429,245,196,151,114,85,60,49,40,30,19,19
756.916,227,180,142,103,82,59,40,36,26,24,20
757.403,218,174,132,100,79,58,42,30,26,21,20
757.89,215,176,135,99,74,54,38,27,24,19,17
758.377,205,165,124,95,71,54,40,29,24,15,14
758.864,191,154,114,85,69,43,37,29,21,16,15
759.351,182,144,114,82,65,48,36,27,24,16,16
759.838,172,140,107,78,64,39,33,27,20,14,11
760.326,168,134,99,80,63,45,32,24,20,18,13
760.813,162,123,96,69,53,38,27,24,17,9,12
761.3,153,116,97,68,52,38,29,24,20,11,12
761.787,150,121,96,70,57,37,33,22,16,15,15
762.275,147,118,95,66,56,37,31,24,22,14,13
762.762,134,110,78,62,43,34,26,24,18,12,12
763.249,126,100,77,54,54,34,26,21,12,13,6
763.737,119,96,70,51,44,32,22,19,16,12,15
764.224,112,86,68,54,40,26,21,17,13,12,11
764.712,106,89,69,50,40,27,23,17,14,13,11
765.199,104,86,63,44,37,28,21,17,15,13,8
765.687,91,68,53,40,32,24,20,17,13,9,6
766.174,92,71,56,46,34,24,18,13,9,13,7
766.662,83,68,53,39,31,21,14,14,7,10,9
767.15,78,59,49,37,26,23,15,11,7,5,5
767.637,76,61,45,32,26,20,11,12,11,6,4
768.125,77,58,45,32,22,16,11,10,11,1,2
768.613,69,55,43,36,26,18,13,12,9,10,7
769.101,60,56,41,28,18,13,11,11,6,5,2
769.589,62,53,42,28,25,19,13,12,13,5,10
770.077,64,54,42,28,21,17,11,9,9,10,9
770.565,57,43,39,31,23,17,10,10,8,8,7
771.053,51,49,39,28,24,16,9,9,6,6,10
771.541,52,44,34,24,20,13,7,4,0,7,5
772.029,49,37,24,23,18,10,9,4,6,1,1
772.517,52,41,30,18,16,14,12,11,5,4,4
773.005,51,38,30,27,16,17,9,7,9,8,6
773.493,45,37,27,23,20,11,7,10,4,4,7
773.981,45,36,24,17,16,11,4,8,3,0,2
774.47,50,35,28,20,15,10,11,7,6,3,4
774.958,40,33,27,18,17,12,10,7,9,3,5
775.446,38,31,25,19,15,9,6,1,7,6,1
775.935,41,32,28,21,18,15,8,6,9,4,7
776.423,38,29,23,20,12,12,7,9,3,9,5
776.911,40,32,23,20,16,6,12,5,7,2,4
777.4,32,27,17,15,11,9,7,6,5,3,0
777.889,34,26,26,17,17,13,7,7,5,6,5
778.377,35,27,21,17,11,9,6,6,4,3,4
778.866,29,25,14,11,13,5,6,2,2,-1,3
779.354,26,21,14,9,7,8,9,-1,6,-2,1
779.843,31,21,19,14,13,8,5,5,4,6,4
780.332,26,22,15,14,11,8,6,5,5,4,3
780.821,24,19,14,9,10,8,6,4,2,-1,3
781.309,27,21,14,12,9,7,7,3,3,-1,3
781.798,25,18,16,11,7,7,4,0,3,-1,2
782.287,22,16,16,14,6,7,2,8,1,2,2
782.776,23,20,18,12,9,11,7,3,3,4,3
783.265,19,16,11,9,-1,6,4,0,0,2,3
783.754,21,16,9,8,11,4,4,8,2,3,6
784.243,22,21,13,11,12,8,6,5,3,3,5
784.732,10,8,8,4,-1,0,-3,-3,-3,-6,-3
785.221,17,17,13,6,6,8,6,2,0,4,0
785.71,18,12,8,8,6,5,6,1,-2,0,4
786.199,18,11,8,9,5,9,5,2,4,6,4
786.689,15,11,12,5,8,3,3,2,4,2,1
787.178,16,13,14,9,5,6,3,3,7,3,2
787.667,10,9,10,5,1,3,3,1,3,-1,3
788.157,10,10,9,8,3,3,4,0,0,4,6
788.646,14,9,8,6,5,5,0,3,6,1,3
789.135,14,9,10,8,3,4,1,2,-1,-1,2
789.625,11,12,11,7,6,11,7,5,3,2,3
790.114,9,13,9,5,8,5,5,5,4,0,1
790.604,7,5,2,1,0,-1,-1,-2,-4,-8,-4
791.093,10,8,4,8,4,2,0,5,4,4,1
791.583,5,7,3,6,4,0,2,-2,2,-2,-2
792.073,13,9,11,11,3,7,4,6,5,5,2
792.562,8,8,6,4,6,3,6,5,1,5,7
793.052,8,6,2,1,1,8,4,3,5,1,3
793.542,-1,2,3,-2,-2,-6,-6,-8,-2,-2,-5
794.032,8,8,8,10,5,4,4,6,4,4,5
794.522,4,1,2,0,2,-2,-1,0,-2,-6,-4
795.011,6,2,3,1,1,-1,1,3,-2,-1,0
795.501,6,5,-1,3,0,3,-3,4,4,0,1
795.991,7,6,7,1,2,0,0,3,4,3,-3
796.481,3,2,9,6,4,4,2,4,-2,3,7
796.971,4,11,1,-1,5,5,0,-1,4,-1,1
797.461,6,4,3,2,1,3,4,1,-2,2,2
797.952,9,10,2,9,5,7,2,5,2,4,1
798.442,4,8,3,5,-3,-3,1,-1,2,-1,1
798.932,6,5,6,1,-1,-1,1,1,2,2,-1
799.422,0,5,-1,-2,-4,-3,-3,-3,-7,-8,0
799.912,3,4,3,6,3,3,9,3,0,5,1
800.403,10,9,2,7,5,3,5,0,4,4,2
800.893,4,7,5,3,1,0,3,3,1,1,1
801.383,5,8,3,3,-1,2,-1,2,-1,-2,5
801.874,9,8,5,2,5,1,1,7,3,2,4
802.364,3,6,1,0,2,-1,3,0,-4,3,-2
802.855,3,5,1,0,2,3,2,3,2,0,2
803.345,5,5,1,3,1,-1,0,-2,0,-1,-1
803.836,8,7,7,6,3,5,-1,5,1,4,4
804.327,3,1,3,3,6,4,0,3,2,-1,2
804.817,7,3,4,7,2,-2,0,1,5,4,5
805.308,4,4,4,4,1,2,2,1,-2,5,0
805.799,2,0,3,3,4,1,-3,1,1,-3,0
806.289,3,5,8,-2,5,3,4,1,0,0,1
806.78,7,3,2,0,5,2,-2,4,3,4,2
807.271,0,4,1,1,3,2,3,-1,-4,0,3
807.762,-6,-2,1,-5,-3,-4,-4,-5,-5,-3,-7
808.253,8,9,3,6,7,5,1,3,1,0,4
808.744,6,6,5,2,4,1,0,-1,4,3,8
809.235,4,0,5,3,0,2,1,2,1,3,2
809.726,7,5,6,3,2,6,7,2,6,0,3
810.217,-3,2,4,-2,-1,1,-4,-3,-1,-3,-2
810.708,0,4,-1,2,3,0,2,1,5,2,3
811.199,2,3,0,2,2,0,-1,5,1,1,5
811.69,2,4,3,5,-2,-1,0,2,-1,0,2
812.182,1,4,-1,0,0,1,1,-2,0,-2,1
812.673,3,0,3,3,1,4,1,4,4,3,6
813.164,3,8,6,6,0,4,5,5,7,3,4
813.656,3,-1,0,1,2,0,2,4,0,-1,3
814.147,0,5,1,1,-3,1,2,-1,-5,3,-4
814.638,5,7,9,5,4,4,3,4,5,1,7
815.13,3,5,4,-4,0,-1,1,4,2,-1,2
815.621,0,-1,0,4,2,-1,-1,-1,-3,2,1
816.113,8,7,2,4,3,6,5,1,1,7,4
816.604,0,0,4,2,-1,0,0,-3,1,3,0
817.096,7,8,5,1,5,5,3,7,3,1,7
817.588,5,6,2,6,5,3,3,4,8,4,4
818.079,0,2,2,1,-2,1,-1,-1,3,5,2
818.571,2,2,-3,2,-1,-2,-5,-3,-2,2,3
819.063,5,3,4,0,-3,2,2,1,0,4,-1
819.555,2,2,6,4,3,3,-1,2,5,2,3
820.047,0,-2,0,0,-4,0,-1,-2,-1,-2,-5
820.538,3,2,1,0,4,4,1,4,1,4,0
821.03,8,6,6,3,3,7,3,4,1,7,5
821.522,5,5,3,4,3,6,3,2,0,0,4
822.014,2,0,7,2,2,1,-3,2,4,3,3
822.506,5,3,1,4,1,5,3,-2,3,3,5
822.998,3,2,2,0,1,1,0,0,4,6,0
823.491,4,3,5,2,1,3,5,6,0,-1,2
823.983,4,4,5,2,-1,2,1,2,0,1,5
