wavelength,1,2,3,4,5,6,7,8,9,10
597.381,64,40,28,21,22,15,9,5,0,3
597.855,70,42,30,27,19,17,8,8,9,4
598.329,64,36,24,17,15,11,8,7,-1,1
598.804,70,43,27,21,20,16,9,8,8,5
599.278,67,39,19,20,19,12,9,9,7,-1
599.752,64,39,27,24,20,12,11,7,3,2
600.227,63,41,27,20,18,16,11,10,4,9
600.701,56,35,22,19,11,7,6,5,4,2
601.176,58,40,25,18,16,13,12,8,5,3
601.65,61,33,22,22,10,14,8,8,5,3
602.125,60,37,22,21,16,17,8,6,3,5
602.599,56,36,22,16,16,9,9,7,3,2
603.074,58,38,22,23,16,12,8,6,5,0
603.549,60,37,26,23,15,10,9,7,9,4
604.023,58,36,20,18,13,7,9,7,5,3
604.498,58,40,26,23,18,12,7,9,5,3
604.973,60,35,25,23,17,15,10,10,8,7
605.448,53,34,21,13,12,8,7,4,3,1
605.922,56,31,19,21,12,11,11,8,6,5
606.397,48,33,18,12,12,6,7,8,5,-1
606.872,55,38,23,19,18,11,12,10,10,6
607.347,50,29,22,16,13,6,6,4,4,0
607.822,53,32,20,22,13,9,7,5,4,6
608.297,49,34,14,16,11,8,8,4,4,4
608.772,51,34,21,15,14,11,8,7,4,3
609.247,51,27,21,15,12,10,4,7,6,1
609.723,52,27,17,16,14,7,9,5,9,3
610.198,52,34,22,14,16,9,10,9,7,8
610.673,47,31,16,18,13,9,9,7,7,0
611.148,50,30,14,18,10,4,7,5,1,3
611.623,54,30,21,17,13,9,9,7,7,6
612.099,52,30,21,14,12,10,7,10,3,7
612.574,41,28,12,15,10,10,8,1,3,5
613.05,53,31,16,13,10,10,8,6,4,3
613.525,45,29,15,12,8,3,4,2,3,2
614.001,50,30,21,16,16,12,8,6,7,8
614.476,46,28,19,16,13,11,7,11,7,5
614.952,47,28,14,13,9,5,8,7,5,9
615.427,41,33,16,13,8,9,8,4,4,4
615.903,39,24,9,11,6,2,-1,2,1,0
616.379,43,28,19,13,12,8,5,7,7,6
616.854,42,28,17,13,14,10,8,5,6,0
617.33,42,25,18,12,11,8,5,8,6,6
617.806,44,29,18,12,11,7,8,8,3,4
618.282,43,29,15,13,15,10,6,7,10,6
618.758,39,26,15,13,11,9,9,4,9,4
619.234,39,23,13,14,10,9,4,1,3,-1
619.71,42,27,12,12,8,9,3,-1,0,3
620.186,38,20,13,9,6,5,6,2,1,-1
620.662,45,29,13,12,10,10,4,4,4,2
621.138,43,25,12,10,11,7,5,7,7,3
621.614,38,24,17,12,11,8,4,5,9,3
622.09,41,24,13,12,9,6,1,6,0,4
622.566,45,26,13,11,14,8,7,5,3,5
623.042,38,24,12,6,4,3,3,0,-1,-1
623.519,37,21,14,13,7,6,3,4,3,2
623.995,39,26,14,10,10,8,5,5,7,2
624.471,39,21,13,10,9,4,7,5,3,2
624.948,41,29,18,14,10,8,9,8,6,7
625.424,39,22,16,10,8,2,0,4,2,5
625.9,41,21,15,12,10,4,1,5,5,5
626.377,36,20,12,9,4,5,3,5,3,1
626.853,34,24,12,11,10,7,7,5,0,2
627.33,39,27,14,11,11,9,6,5,7,6
627.807,37,20,12,9,6,7,3,7,5,1
628.283,37,26,16,13,5,7,7,5,5,3
628.76,34,24,14,10,9,5,4,4,0,0
629.237,32,16,7,7,5,-1,5,5,1,1
629.713,33,19,10,7,5,1,-3,2,0,1
630.19,35,18,9,9,10,8,4,1,9,3
630.667,31,22,11,8,5,6,2,4,2,6
631.144,30,22,9,13,6,5,5,8,3,6
631.621,30,19,12,8,7,3,5,5,6,3
632.098,38,20,16,5,8,4,6,3,1,-1
632.575,29,20,12,10,4,8,3,0,2,1
633.052,31,19,11,10,7,5,2,5,6,1
633.529,32,17,6,5,8,4,4,7,1,6
634.006,36,20,11,9,12,7,5,4,6,0
634.483,32,14,12,7,3,7,-1,0,1,-1
634.96,25,20,11,9,2,5,3,4,1,0
635.437,34,20,10,11,7,2,4,4,2,1
635.915,23,15,8,6,9,4,5,-3,2,4
636.392,29,13,8,2,3,4,-1,0,0,-6
636.869,27,17,12,8,7,2,5,2,4,3
637.347,30,20,11,12,5,9,4,6,1,4
637.824,32,15,11,8,8,3,1,4,7,2
638.301,24,15,3,2,2,2,-1,1,-1,0
638.779,33,21,11,5,7,5,3,7,3,4
639.256,27,10,6,6,0,7,2,2,6,2
639.734,25,14,12,10,7,5,5,4,6,5
640.212,29,13,11,9,7,5,7,4,1,0
640.689,27,20,9,13,6,1,2,6,5,1
641.167,32,17,9,13,5,3,6,5,1,5
641.645,22,12,9,4,1,2,-1,3,1,1
642.122,30,16,8,10,8,5,5,5,5,2
642.6,31,19,13,10,11,4,9,8,7,5
643.078,24,15,11,6,7,4,0,1,6,6
643.556,31,16,10,7,3,4,8,5,3,1
644.034,17,7,1,-3,-4,-3,-7,-4,-6,-4
644.512,27,18,3,9,7,4,5,5,2,0
644.99,28,18,12,12,9,4,3,6,5,4
645.468,24,12,4,4,7,2,-1,1,2,0
645.946,22,12,6,5,1,4,3,6,3,1
646.424,22,14,8,6,3,0,7,6,-1,4
646.902,31,17,10,10,5,6,2,4,6,0
647.38,26,18,5,8,6,5,0,2,4,3
647.858,26,13,9,5,1,5,0,3,4,1
648.337,29,11,8,7,1,3,5,2,4,0
648.815,25,12,8,8,3,1,3,4,2,3
649.293,21,12,2,6,2,2,2,2,3,1
649.772,25,15,6,7,4,-1,3,2,2,0
650.25,24,13,8,6,2,1,1,2,0,-1
650.728,24,10,5,1,1,2,-2,4,-2,2
651.207,21,11,4,3,1,-1,2,0,1,3
651.685,22,13,10,10,8,3,2,4,3,7
652.164,20,10,7,6,5,3,5,3,-1,-4
652.643,23,17,8,6,5,7,7,8,7,4
653.121,23,12,3,7,4,3,0,3,2,4
653.6,28,7,6,4,4,3,5,3,2,4
654.079,19,11,7,9,4,2,1,1,5,-3
654.557,25,12,7,6,3,4,2,4,5,3
655.036,23,13,10,7,6,6,0,1,1,1
655.515,17,8,4,3,1,2,2,1,0,-1
655.994,20,12,3,5,3,2,2,-4,0,-2
656.473,21,12,4,3,5,1,-2,-2,1,0
656.952,18,13,6,3,5,6,2,2,-2,0
657.431,23,7,6,4,-1,3,2,-1,-1,-1
657.91,25,15,9,7,6,4,3,5,2,0
658.389,21,14,5,7,4,3,4,2,2,4
658.868,22,13,5,5,9,2,2,3,5,6
659.347,23,18,7,6,3,3,5,2,4,2
659.826,17,13,6,5,4,0,3,3,-4,-1
660.305,21,13,5,7,1,2,0,2,1,-4
660.784,22,12,5,2,3,-1,0,2,3,1
661.264,18,10,6,5,4,4,3,-1,2,4
661.743,21,13,6,5,2,2,3,6,3,0
662.222,19,13,7,5,2,4,-1,5,1,7
662.702,23,14,4,3,2,3,3,6,3,0
663.181,22,11,9,5,7,6,0,5,4,2
663.661,21,10,4,3,7,3,2,0,2,2
664.14,21,17,8,6,0,8,4,8,-2,-3
664.62,17,12,2,0,-3,2,-4,-1,1,2
665.099,19,11,3,2,4,1,2,1,0,0
665.579,18,7,6,4,5,1,-1,-3,0,2
666.059,17,6,6,3,3,0,1,1,0,2
666.538,19,10,8,3,7,1,3,1,1,2
667.018,24,12,4,4,3,0,4,3,2,2
667.498,16,12,5,4,2,0,-1,0,4,4
667.978,18,17,7,6,7,5,4,6,3,6
668.457,14,8,3,4,0,1,-2,0,2,0
668.937,22,10,2,3,1,-2,1,-2,-5,-1
669.417,23,16,2,3,4,2,5,3,4,3
669.897,21,14,10,7,8,10,5,6,7,5
670.377,16,4,0,2,-2,-2,-2,-3,-3,-2
670.857,14,4,4,1,2,-3,0,2,2,-1
671.337,24,15,5,8,4,5,5,2,4,5
671.818,25,8,3,4,0,-2,1,1,2,6
672.298,22,11,10,7,6,2,4,8,6,6
672.778,16,9,4,-1,-1,1,-2,3,-1,-3
673.258,21,9,4,1,2,2,4,3,2,-1
673.738,18,8,2,0,2,2,-1,-1,-8,1
674.219,22,11,6,0,-1,-1,-1,4,6,4
674.699,13,6,1,-1,3,-3,-3,1,1,-2
675.179,19,10,1,2,3,0,2,3,-1,0
675.66,21,11,6,4,1,3,2,5,4,4
676.14,21,15,4,5,5,0,1,3,1,1
676.621,21,12,4,5,7,1,-2,0,0,2
677.101,20,11,6,3,6,3,5,3,4,6
677.582,14,10,1,0,-2,-2,0,-4,-2,2
678.063,23,11,7,5,7,5,7,3,2,1
678.543,20,15,7,5,2,6,6,4,3,3
679.024,25,13,6,3,5,0,4,-1,7,2
679.505,17,11,4,7,5,3,-1,3,1,5
679.985,18,9,8,6,4,4,1,3,4,0
680.466,19,11,3,1,-1,4,0,2,-3,-2
680.947,20,16,9,1,2,5,2,8,0,7
681.428,24,9,2,-1,-1,-4,-4,-2,5,4
681.909,17,10,4,6,1,2,2,0,7,4
682.39,18,11,12,1,5,3,2,2,0,1
682.871,21,10,4,8,2,3,3,0,1,4
683.352,26,12,5,4,0,0,2,2,2,4
683.833,23,14,7,6,6,4,0,3,6,9
684.314,16,6,1,3,2,4,2,-1,2,-1
684.795,14,2,-1,2,-4,-4,0,-4,-5,-3
685.276,20,11,7,0,2,1,-1,1,4,2
685.758,24,7,4,5,1,2,2,6,3,-1
686.239,20,7,5,-2,-2,-2,-5,2,-4,1
686.72,20,11,8,6,4,4,1,1,-1,-3
687.202,26,7,5,2,5,6,-1,4,0,0
687.683,24,15,3,5,1,4,2,6,2,1
688.164,17,7,0,3,-2,-1,1,0,-3,2
688.646,26,15,6,4,-4,3,3,1,4,5
689.127,19,13,7,1,-2,0,-1,0,-2,-1
689.609,25,11,11,5,8,2,4,4,2,4
690.091,26,12,6,2,3,2,1,5,5,7
690.572,23,13,4,2,1,3,0,3,0,5
691.054,25,15,2,1,5,0,2,2,0,2
691.536,25,14,4,4,1,0,2,0,4,0
692.017,21,9,4,4,1,3,-1,0,1,2
692.499,26,9,3,1,1,-4,-2,-3,3,-1
692.981,31,7,3,3,0,-3,1,2,1,1
693.463,27,15,5,6,4,4,4,5,1,3
693.945,24,10,4,3,1,0,0,-2,1,1
694.426,26,13,2,-3,-2,1,-4,-3,-3,-1
694.908,31,11,6,6,5,-2,1,4,5,2
695.39,32,16,4,4,5,1,4,5,4,1
695.872,26,15,4,4,2,-2,4,3,0,-2
696.355,29,14,5,5,0,4,-2,2,-1,-3
696.837,35,14,7,6,2,0,-4,1,1,1
697.319,32,16,6,3,6,1,1,6,3,2
697.801,28,11,-3,-3,-4,-5,-3,-6,-7,-4
698.283,33,17,1,4,0,0,2,1,1,1
698.765,36,18,8,5,2,5,2,5,-3,4
699.248,42,19,4,4,5,6,4,3,3,-1
699.73,40,17,6,3,5,2,-1,-1,4,5
700.213,35,13,4,1,-5,-4,-2,1,-6,-11
700.695,38,18,7,-1,2,1,-1,3,3,3
701.177,44,21,7,4,5,4,-1,-1,1,4
701.66,44,17,5,1,6,0,1,1,2,-1
702.142,54,24,5,1,3,3,2,0,3,2
702.625,51,25,7,7,8,3,3,0,5,3
703.108,53,26,6,5,5,2,0,0,1,-2
703.59,54,25,3,4,2,2,-1,-3,4,2
704.073,66,34,12,6,8,7,4,1,2,4
704.556,67,34,5,5,4,-3,1,4,2,2
705.038,74,37,16,6,7,4,2,8,3,6
705.521,78,38,11,6,7,-1,2,1,-1,2
706.004,94,43,13,12,9,4,3,4,2,2
706.487,105,54,19,13,10,4,5,4,1,4
706.97,119,56,22,14,13,5,4,3,4,2
707.453,138,64,20,13,8,6,4,9,2,5
707.936,160,78,26,13,7,3,1,6,4,7
708.419,188,90,29,20,7,7,3,4,5,8
708.902,229,109,35,23,9,8,7,8,5,5
709.385,262,125,42,24,15,9,12,8,9,11
709.868,304,143,43,20,9,4,5,3,4,1
710.351,358,164,48,25,9,10,6,5,4,2
710.835,417,198,61,33,22,13,11,9,13,10
711.318,493,231,68,36,23,8,8,7,4,6
711.801,562,265,84,44,28,17,9,11,4,12
712.285,647,303,97,53,35,17,20,17,14,18
712.768,718,336,104,56,33,18,19,12,12,9
713.251,821,383,122,64,41,21,18,19,18,12
713.735,943,445,140,74,44,28,22,25,13,14
714.218,1044,488,153,82,47,31,22,22,17,11
714.702,1144,539,169,96,58,33,32,23,22,20
715.185,1264,592,184,103,63,37,32,28,23,20
715.669,1442,673,208,110,63,41,35,30,27,23
716.153,1539,721,228,125,73,45,42,35,32,30
716.636,1693,796,251,135,85,50,41,38,36,30
717.12,1888,880,277,148,94,55,45,40,40,33
717.604,2065,964,299,162,95,56,50,44,39,28
718.088,2178,1012,314,172,100,61,49,50,40,31
718.572,2444,1144,355,196,114,68,58,54,50,43
719.055,2577,1205,374,197,126,68,58,55,49,40
719.539,2875,1336,418,229,138,80,67,63,56,47
720.023,3068,1433,446,239,144,80,68,65,53,46
720.507,3258,1514,466,260,154,89,74,66,60,48
720.991,3558,1653,512,278,165,92,79,71,63,54
721.475,3743,1733,544,290,176,103,85,76,65,59
721.959,4021,1864,577,312,190,109,93,87,77,64
722.444,4381,2039,628,344,205,125,106,94,79,68
722.928,4677,2172,672,368,218,122,110,97,86,72
723.412,5068,2350,734,391,235,140,117,109,92,80
723.896,5330,2470,768,412,244,139,120,108,92,75
724.381,5610,2602,809,435,270,155,131,113,100,88
724.865,6056,2818,871,469,285,163,137,130,106,97
725.349,6591,3067,949,510,309,181,154,139,120,106
725.834,7173,3337,1033,558,336,195,166,154,131,119
726.318,7390,3454,1065,578,345,200,169,153,135,115
726.803,8343,3896,1200,651,389,227,194,175,147,130
727.287,8791,4122,1265,688,410,239,202,185,157,138
727.772,9479,4452,1375,744,444,261,215,196,175,147
728.256,10268,4819,1490,799,482,280,242,215,188,162
728.741,10731,5043,1561,840,504,292,250,220,193,164
729.226,11531,5444,1677,902,538,311,264,242,205,174
729.71,11933,5657,1734,937,557,326,273,246,211,183
730.195,13034,6224,1922,1032,620,359,303,277,240,204
730.68,12906,6168,1902,1018,612,353,295,272,235,202
731.165,13266,6366,1959,1051,630,367,311,283,242,209
731.65,13894,6695,2058,1109,664,386,330,302,256,223
732.135,14196,6855,2114,1139,679,397,331,306,262,223
732.62,13978,6734,2078,1118,666,385,328,298,258,220
733.105,14005,6732,2076,1116,670,391,327,300,258,219
733.59,14276,6875,2114,1146,684,401,340,308,267,228
734.075,13889,6653,2045,1102,661,383,325,296,253,213
734.56,13713,6555,2018,1094,653,382,322,295,254,218
735.045,13388,6365,1962,1060,634,371,313,287,254,215
735.53,13245,6292,1938,1042,627,363,310,279,243,211
736.015,12820,6058,1868,1006,602,352,298,272,232,198
736.501,12701,6000,1850,1000,602,351,304,269,238,203
736.986,12501,5896,1818,981,591,348,294,274,231,201
737.471,11829,5559,1716,927,560,320,276,253,217,189
737.957,11531,5408,1669,902,542,314,271,246,217,189
738.442,11097,5173,1600,861,517,304,258,238,205,177
738.928,11088,5174,1594,862,515,304,260,240,203,178
739.413,10759,5009,1542,836,507,286,249,226,197,171
739.899,10449,4863,1499,810,487,282,238,221,189,164
740.384,10145,4705,1452,778,469,274,230,211,182,157
740.87,9599,4449,1363,739,445,262,223,208,172,153
741.355,9302,4302,1325,717,429,252,214,193,166,144
741.841,9264,4280,1321,713,435,252,216,199,172,142
742.327,8734,4039,1245,675,408,232,202,187,161,138
742.813,8606,3968,1232,665,394,235,201,185,161,141
743.298,8245,3802,1173,632,381,224,190,173,152,127
743.784,7929,3640,1128,612,368,216,186,167,143,127
744.27,7678,3534,1093,596,360,206,178,164,144,126
744.756,7463,3438,1063,574,348,201,174,161,140,119
745.242,7207,3302,1023,549,333,196,166,152,132,110
745.728,6782,3117,965,521,318,186,158,143,123,108
746.214,6569,3008,933,508,308,177,150,137,121,104
746.7,6223,2851,884,479,292,167,141,134,117,103
747.186,5792,2659,822,444,267,152,132,121,105,91
747.672,5566,2552,793,430,262,151,127,123,101,88
748.158,5141,2354,727,390,239,136,118,109,94,85
748.645,5185,2378,732,403,245,140,120,107,95,81
749.131,4739,2183,675,369,223,128,111,101,91,79
749.617,4510,2063,641,349,213,122,99,93,83,73
750.104,4271,1965,611,328,197,111,98,86,78,64
750.59,4039,1851,575,317,188,114,92,87,72,62
751.076,3760,1726,546,297,176,105,87,84,69,59
751.563,3790,1736,544,299,178,106,89,81,72,58
752.049,3498,1611,507,272,166,98,86,74,63,53
752.536,3385,1551,482,264,159,92,78,70,61,54
753.022,3082,1418,444,245,146,83,72,68,60,46
753.509,2928,1345,424,228,138,80,66,62,51,48
753.996,2884,1320,415,225,134,76,68,60,57,45
754.482,2692,1231,384,208,126,71,66,58,51,43
754.969,2536,1162,360,198,116,68,61,53,44,39
755.456,2432,1123,349,189,114,66,55,49,48,43
755.943,2345,1080,339,186,111,62,57,48,41,38
756.429,2257,1044,326,181,113,62,55,55,40,41
756.916,2100,963,303,167,103,61,47,49,40,35
757.403,2025,930,291,160,99,58,47,44,41,35
757.89,1973,913,288,152,94,57,45,39,37,33
758.377,1886,860,272,148,88,50,44,44,33,30
758.864,1778,818,260,137,83,48,40,36,35,28
759.351,1686,782,246,135,80,49,42,36,33,27
759.838,1589,731,229,124,74,44,36,33,31,28
760.326,1546,713,226,120,77,41,36,35,32,28
760.813,1471,676,213,114,73,39,32,29,28,24
761.3,1380,635,199,107,65,38,32,37,26,29
761.787,1381,636,195,110,67,40,34,30,28,26
762.275,1308,602,189,103,66,38,30,34,28,26
762.762,1219,563,177,100,63,35,29,24,26,24
763.249,1134,521,171,90,57,32,31,29,20,18
763.737,1101,504,159,87,50,34,29,22,25,15
764.224,989,452,142,77,52,30,25,27,24,18
764.712,973,448,138,79,48,29,27,23,17,18
765.199,923,427,137,75,45,27,22,22,19,15
765.687,856,393,126,65,44,21,18,17,11,14
766.174,820,385,120,65,37,26,24,22,16,14
766.662,776,357,115,61,35,25,18,19,19,11
767.15,711,326,104,58,32,23,18,18,20,11
767.637,702,326,100,56,32,18,18,15,14,6
768.125,676,311,97,51,29,17,14,11,9,12
768.613,622,288,89,52,34,18,13,15,13,9
769.101,613,281,85,48,29,16,12,14,12,6
769.589,587,274,89,50,30,17,18,17,13,14
770.077,558,258,87,48,32,18,19,10,10,13
770.565,538,250,81,44,29,17,16,17,15,12
771.053,491,233,74,37,27,20,13,12,11,11
771.541,496,226,72,39,24,15,12,12,9,8
772.029,472,218,69,34,21,10,7,13,13,6
772.517,445,208,69,34,18,13,14,9,11,7
773.005,441,204,66,39,22,14,13,14,11,12
773.493,417,193,58,41,22,13,9,12,10,10
773.981,398,183,56,34,18,12,8,12,8,6
774.47,391,185,59,30,19,15,6,10,8,6
774.958,369,174,57,32,21,8,9,7,7,4
775.446,363,169,55,31,18,9,8,4,7,6
775.935,350,159,51,30,20,13,11,14,10,11
776.423,335,153,47,27,18,8,7,9,6,5
776.911,321,150,50,25,17,9,12,10,9,7
777.4,300,141,47,22,12,9,9,12,4,6
777.889,290,137,45,24,19,14,7,10,6,7
778.377,289,130,40,25,17,6,4,12,9,10
778.866,262,116,33,20,11,8,7,7,10,2
779.354,257,119,38,14,13,4,4,3,-2,-1
779.843,249,118,39,18,13,7,8,6,6,6
780.332,237,105,36,21,11,9,5,9,3,6
780.821,224,102,32,17,10,6,4,11,6,6
781.309,216,102,32,17,12,3,7,4,5,1
781.798,207,98,32,21,12,1,5,8,8,3
782.287,198,92,33,15,6,5,3,7,3,5
782.776,200,91,29,17,12,6,11,5,9,5
783.265,184,78,23,16,6,6,3,6,1,3
783.754,177,79,26,15,8,5,6,4,4,4
784.243,167,81,27,15,13,8,7,4,5,3
784.732,147,63,17,9,1,1,2,1,-2,-3
785.221,145,69,24,15,8,5,2,5,7,4
785.71,138,62,19,8,5,0,-1,6,2,6
786.199,132,60,23,15,11,6,6,3,4,5
786.689,128,60,18,11,4,3,4,0,5,2
787.178,118,53,19,10,6,4,3,5,4,6
787.667,105,51,15,4,3,7,2,4,5,3
788.157,107,48,18,8,6,1,2,2,4,1
788.646,107,46,18,8,6,5,2,4,1,7
789.135,93,44,12,10,2,3,5,1,2,5
789.625,93,48,20,10,7,3,1,4,3,4
790.114,90,41,15,8,9,1,2,9,5,7
790.604,81,34,11,-2,-3,1,-2,-5,-3,-2
791.093,82,38,14,8,3,5,1,1,5,6
791.583,79,33,11,10,1,2,4,6,0,2
792.073,77,40,12,10,6,6,4,4,2,6
792.562,76,36,12,5,6,6,3,3,3,-1
793.052,75,34,14,8,3,4,2,1,3,4
793.542,63,25,5,1,-2,-4,-5,-4,-8,-2
794.032,67,37,13,7,3,5,5,7,7,5
794.522,59,25,6,2,0,0,-1,-1,-2,-2
795.011,60,30,7,3,4,0,0,0,-1,0
795.501,60,24,11,6,4,4,0,5,-2,1
795.991,56,26,7,8,0,1,0,4,4,0
796.481,54,25,10,4,5,0,6,1,1,3
796.971,51,26,5,4,2,3,2,5,-2,-2
797.461,53,23,4,3,0,-1,-1,1,1,-5
797.952,54,28,9,9,7,3,4,3,4,7
798.442,48,22,8,2,-2,1,-2,-2,-2,3
798.932,50,17,6,7,2,2,0,-1,5,3
799.422,41,14,1,2,-3,2,-3,-3,-4,-4
799.912,47,21,10,3,8,2,1,3,-2,6
800.403,45,25,11,4,4,2,2,6,2,4
800.893,41,21,7,4,6,2,-3,1,4,2
801.383,40,21,7,6,3,-4,5,3,6,-4
801.874,40,20,7,5,4,6,4,8,5,2
802.364,41,17,6,4,5,7,-1,3,4,4
802.855,42,19,4,7,1,0,4,-1,4,-1
803.345,33,20,6,3,3,1,-2,-2,-1,1
803.836,43,21,6,9,4,4,7,7,8,6
804.327,37,17,9,4,1,-1,2,4,3,6
804.817,33,15,8,9,7,5,-2,4,1,2
805.308,31,16,6,6,7,1,0,2,1,1
805.799,29,15,7,5,7,0,-2,0,1,0
806.289,27,16,7,2,2,6,0,6,3,0
806.78,31,16,7,5,4,1,-2,5,3,3
807.271,24,15,6,4,3,-2,0,3,-2,3
807.762,19,6,-1,3,-2,-5,-4,-11,-4,-8
808.253,29,15,6,7,4,3,4,4,6,4
808.744,29,12,3,7,1,3,3,1,5,4
809.235,28,12,6,4,5,1,3,2,4,4
809.726,22,14,3,3,6,1,0,2,-4,3
810.217,20,12,5,-2,1,1,-1,3,-2,0
810.708,28,12,4,6,2,3,7,1,4,7
811.199,23,14,5,1,4,2,0,3,1,7
811.69,25,11,4,0,0,2,-1,1,5,-5
812.182,17,9,5,1,-3,-5,4,1,-3,6
812.673,20,13,2,4,4,1,5,-1,3,2
813.164,26,10,7,9,0,2,1,6,4,3
813.656,23,8,4,4,0,-2,3,0,5,-1
814.147,16,7,4,0,-3,-2,-1,1,0,3
814.638,25,16,7,6,7,1,6,5,2,5
815.13,17,10,1,0,3,0,1,1,3,1
815.621,21,9,3,3,-1,1,-1,-1,1,-2
816.113,22,12,5,5,2,4,6,6,6,5
816.604,18,11,-1,1,4,-2,0,-2,0,2
817.096,23,12,7,4,1,0,1,3,0,2
817.588,28,12,2,6,7,0,1,4,9,1
818.079,23,10,2,3,-3,-2,5,1,-1,0
818.571,18,9,1,3,2,0,-3,-3,-2,-2
819.063,20,9,3,2,4,3,-2,1,-3,3
819.555,19,8,3,0,5,2,0,-1,0,3
820.047,22,8,2,2,-4,0,-2,0,-4,-2
820.538,17,13,1,1,-2,2,3,1,4,5
821.03,24,11,5,10,9,2,4,4,2,3
821.522,21,10,5,3,6,0,0,2,1,0
822.014,18,7,1,-2,0,-2,3,0,0,1
822.506,20,10,4,3,-3,4,3,1,4,2
822.998,18,12,4,3,3,3,3,5,2,4
823.491,23,11,4,2,5,4,2,1,5,3
823.983,24,12,6,5,2,6,8,1,3,0
